user_id,traffic_source,purchase_date,revenue,campaign_name,campaign_id,ad_spent
46,Referral,2023-03-25 0:00:00,129.46,,,
46,Paid Search,2023-06-02 0:00:00,92.74,Google Ads - Black Friday,102,125.9
46,Organic Search,2024-02-17 0:00:00,219.71,,,
48,Organic Search,2023-07-28 0:00:00,474.14,,,
49,Paid Search,2023-01-13 0:00:00,82.98,Google Ads - Spring Sale,101,32.64
49,Paid Search,2023-07-09 0:00:00,406.71,Google Ads - Spring Sale,101,129.51
49,Email,2023-07-19 0:00:00,417.31,Newsletter - Monthly Offer,301,464.71
50,Organic Search,2023-03-11 0:00:00,101.71,,,
50,Organic Search,2023-03-25 0:00:00,175.57,,,
51,Referral,2023-03-20 0:00:00,91.65,,,
51,Direct,2023-07-26 0:00:00,74.62,,,
51,Paid Search,2023-08-02 0:00:00,435.52,Google Ads - Spring Sale,101,202.39
51,Referral,2023-09-28 0:00:00,311.01,,,
52,Social Media,2023-02-22 0:00:00,344.53,Facebook - Holiday Promo,201,223.08
52,Social Media,2023-03-08 0:00:00,137.46,Instagram - Summer Deal,202,59.37
52,Social Media,2023-07-01 0:00:00,442.55,Facebook - Holiday Promo,201,349.66
52,Email,2023-09-27 0:00:00,190.76,VIP Email - Exclusive Discount,302,165.78
52,Social Media,2023-11-21 0:00:00,375.77,Instagram - Summer Deal,202,177.74
53,Social Media,2023-01-13 0:00:00,199.39,Facebook - Holiday Promo,201,161.03
53,Social Media,2023-07-22 0:00:00,392.21,Instagram - Summer Deal,202,128.16
54,Paid Search,2023-09-01 0:00:00,381.67,Google Ads - Spring Sale,101,114.42
54,Paid Search,2024-02-07 0:00:00,101.03,Google Ads - Black Friday,102,110.29
56,Direct,2023-01-28 0:00:00,230.96,,,
56,Direct,2023-10-13 0:00:00,85.32,,,
57,Social Media,2023-02-23 0:00:00,192.17,Instagram - Summer Deal,202,73.11
57,Social Media,2023-07-29 0:00:00,202.64,Instagram - Summer Deal,202,68.2
57,Social Media,2024-01-19 0:00:00,392.71,Facebook - Holiday Promo,201,235.05
58,Organic Search,2023-02-27 0:00:00,387.58,,,
58,Organic Search,2023-04-22 0:00:00,268.57,,,
58,Organic Search,2023-05-14 0:00:00,435,,,
58,Organic Search,2023-07-30 0:00:00,262.95,,,
59,Referral,2023-06-06 0:00:00,390.98,,,
59,Organic Search,2023-07-21 0:00:00,218.53,,,
60,Organic Search,2023-01-31 0:00:00,456.5,,,
61,Organic Search,2023-06-22 0:00:00,418.55,,,
61,Organic Search,2023-06-23 0:00:00,258.7,,,
61,Organic Search,2023-09-29 0:00:00,459.54,,,
61,Organic Search,2023-12-20 0:00:00,408.96,,,
63,Email,2023-05-19 0:00:00,325.25,VIP Email - Exclusive Discount,302,253.38
63,Email,2023-08-14 0:00:00,419.95,VIP Email - Exclusive Discount,302,333.53
63,Email,2023-09-03 0:00:00,270.83,Newsletter - Monthly Offer,301,312
64,Referral,2023-01-11 0:00:00,63.49,,,
64,Referral,2023-03-05 0:00:00,374.73,,,
64,Referral,2023-03-13 0:00:00,268.42,,,
64,Direct,2024-02-07 0:00:00,315.61,,,
65,Paid Search,2023-10-04 0:00:00,296.36,Google Ads - Black Friday,102,355.05
65,Social Media,2023-10-13 0:00:00,483.03,Instagram - Summer Deal,202,191.86
66,Organic Search,2023-08-10 0:00:00,203.73,,,
66,Organic Search,2023-10-10 0:00:00,346.37,,,
66,Organic Search,2023-12-08 0:00:00,189.26,,,
66,Organic Search,2023-12-31 0:00:00,88.76,,,
67,Social Media,2023-05-02 0:00:00,105.29,Instagram - Summer Deal,202,41.1
67,Organic Search,2023-08-25 0:00:00,208.13,,,
67,Organic Search,2024-02-21 0:00:00,169.14,,,
69,Social Media,2023-07-23 0:00:00,67.72,Facebook - Holiday Promo,201,38.87
69,Social Media,2023-09-03 0:00:00,454.8,Facebook - Holiday Promo,201,290.04
69,Social Media,2023-09-09 0:00:00,441.03,Instagram - Summer Deal,202,144.58
69,Social Media,2023-11-16 0:00:00,53.89,Instagram - Summer Deal,202,24.86
69,Referral,2023-12-23 0:00:00,454.26,,,
70,Referral,2023-02-17 0:00:00,135.59,,,
70,Referral,2023-04-14 0:00:00,339.71,,,
70,Referral,2023-05-12 0:00:00,390.08,,,
70,Referral,2023-09-19 0:00:00,292.48,,,
71,Referral,2023-03-23 0:00:00,181.78,,,
71,Email,2023-05-18 0:00:00,205.85,Newsletter - Monthly Offer,301,383.58
71,Referral,2023-10-17 0:00:00,240.27,,,
72,Referral,2023-09-30 0:00:00,245.62,,,
72,Referral,2023-10-10 0:00:00,383.66,,,
72,Organic Search,2023-11-17 0:00:00,305.35,,,
73,Social Media,2023-09-03 0:00:00,257.19,Instagram - Summer Deal,202,98.1
73,Organic Search,2023-10-20 0:00:00,464.94,,,
74,Organic Search,2023-02-23 0:00:00,85.3,,,
74,Organic Search,2023-03-18 0:00:00,243.15,,,
74,Organic Search,2023-11-28 0:00:00,252.62,,,
75,Referral,2023-02-18 0:00:00,173.63,,,
75,Referral,2023-03-31 0:00:00,91.13,,,
75,Referral,2023-05-10 0:00:00,376.29,,,
75,Referral,2023-06-25 0:00:00,324.51,,,
75,Organic Search,2023-08-17 0:00:00,393.89,,,
75,Referral,2023-09-16 0:00:00,339.59,,,
76,Direct,2023-01-10 0:00:00,373.92,,,
76,Organic Search,2023-07-06 0:00:00,218.41,,,
76,Social Media,2023-09-05 0:00:00,273.21,Instagram - Summer Deal,202,85.06
76,Direct,2023-10-22 0:00:00,382.55,,,
76,Paid Search,2023-11-30 0:00:00,275.7,Google Ads - Spring Sale,101,116.84
76,Direct,2024-01-25 0:00:00,251.92,,,
77,Social Media,2023-03-08 0:00:00,210.33,Instagram - Summer Deal,202,65.2
77,Social Media,2023-04-12 0:00:00,320.85,Facebook - Holiday Promo,201,228.15
77,Social Media,2023-05-11 0:00:00,129.02,Instagram - Summer Deal,202,43.83
77,Paid Search,2023-06-24 0:00:00,285.73,Google Ads - Spring Sale,101,98.33
77,Social Media,2023-11-12 0:00:00,160.13,Instagram - Summer Deal,202,60.3
78,Social Media,2023-03-26 0:00:00,219.88,Facebook - Holiday Promo,201,152.46
78,Social Media,2023-08-09 0:00:00,464.83,Facebook - Holiday Promo,201,320.85
78,Direct,2024-02-20 0:00:00,137.08,,,
79,Organic Search,2023-03-05 0:00:00,439.77,,,
79,Paid Search,2023-06-10 0:00:00,272.73,Google Ads - Black Friday,102,372.14
80,Direct,2023-08-09 0:00:00,379.47,,,
80,Social Media,2023-09-09 0:00:00,349.35,Instagram - Summer Deal,202,145.08
80,Social Media,2024-02-03 0:00:00,239.37,Instagram - Summer Deal,202,73.1
81,Social Media,2023-07-02 0:00:00,325.22,Facebook - Holiday Promo,201,210.24
81,Social Media,2023-11-17 0:00:00,177.31,Facebook - Holiday Promo,201,105.67
82,Referral,2023-02-28 0:00:00,344.02,,,
82,Referral,2023-03-18 0:00:00,250.88,,,
82,Referral,2023-03-28 0:00:00,140.96,,,
82,Direct,2023-04-01 0:00:00,463.33,,,
82,Referral,2023-04-22 0:00:00,277.65,,,
82,Referral,2023-07-28 0:00:00,140.8,,,
82,Paid Search,2023-08-07 0:00:00,289.86,Google Ads - Spring Sale,101,128.82
82,Referral,2023-12-10 0:00:00,351.81,,,
83,Organic Search,2023-07-09 0:00:00,313.72,,,
84,Referral,2023-04-26 0:00:00,135.06,,,
84,Referral,2023-04-27 0:00:00,416.55,,,
84,Referral,2023-10-08 0:00:00,108.57,,,
85,Referral,2023-05-12 0:00:00,288.74,,,
85,Paid Search,2023-09-05 0:00:00,232.22,Google Ads - Black Friday,102,417.41
85,Email,2023-12-13 0:00:00,119.24,Newsletter - Monthly Offer,301,164.27
85,Social Media,2024-02-16 0:00:00,60.06,Facebook - Holiday Promo,201,44.82
86,Organic Search,2023-04-21 0:00:00,350.63,,,
86,Organic Search,2023-11-15 0:00:00,282.44,,,
87,Paid Search,2023-02-15 0:00:00,78.82,Google Ads - Black Friday,102,133.62
87,Paid Search,2023-03-10 0:00:00,384.41,Google Ads - Spring Sale,101,121.23
87,Paid Search,2023-07-05 0:00:00,315.84,Google Ads - Spring Sale,101,111.09
87,Paid Search,2024-01-23 0:00:00,95.13,Google Ads - Spring Sale,101,30.67
87,Paid Search,2024-01-31 0:00:00,91.77,Google Ads - Spring Sale,101,27.16
88,Direct,2023-03-18 0:00:00,203.03,,,
88,Referral,2023-04-13 0:00:00,504.92,,,
88,Referral,2023-10-05 0:00:00,299.32,,,
88,Paid Search,2024-01-25 0:00:00,155.15,Google Ads - Spring Sale,101,51.34
89,Direct,2023-08-01 0:00:00,388.6,,,
89,Direct,2023-11-24 0:00:00,241.52,,,
89,Direct,2024-01-06 0:00:00,512.6,,,
90,Direct,2023-06-12 0:00:00,265.23,,,
90,Direct,2023-06-20 0:00:00,338.51,,,
90,Direct,2023-09-20 0:00:00,333.79,,,
91,Social Media,2023-07-26 0:00:00,132.02,Instagram - Summer Deal,202,38.09
91,Social Media,2023-08-06 0:00:00,236.44,Facebook - Holiday Promo,201,141.95
91,Email,2023-11-06 0:00:00,268.6,Newsletter - Monthly Offer,301,342.01
92,Organic Search,2023-02-22 0:00:00,114.78,,,
92,Direct,2023-04-17 0:00:00,188.69,,,
92,Direct,2023-06-30 0:00:00,146.97,,,
92,Direct,2023-08-04 0:00:00,157.45,,,
92,Direct,2023-08-17 0:00:00,244.98,,,
92,Organic Search,2023-10-27 0:00:00,128.91,,,
92,Direct,2023-11-30 0:00:00,424.5,,,
93,Email,2023-01-17 0:00:00,431.39,Newsletter - Monthly Offer,301,502.76
93,Social Media,2023-05-26 0:00:00,154.95,Facebook - Holiday Promo,201,105.51
93,Organic Search,2023-11-12 0:00:00,78.65,,,
93,Paid Search,2023-12-30 0:00:00,198.18,Google Ads - Spring Sale,101,62.38
94,Paid Search,2023-06-20 0:00:00,61.68,Google Ads - Spring Sale,101,26.7
95,Organic Search,2023-03-02 0:00:00,418.37,,,
95,Organic Search,2023-05-29 0:00:00,166.89,,,
95,Organic Search,2023-11-29 0:00:00,338.22,,,
95,Organic Search,2024-01-20 0:00:00,93.02,,,
96,Organic Search,2023-11-08 0:00:00,177.34,,,
96,Organic Search,2024-01-15 0:00:00,300.15,,,
96,Referral,2024-02-04 0:00:00,236.42,,,
97,Organic Search,2023-05-05 0:00:00,353.95,,,
97,Social Media,2023-08-20 0:00:00,265.88,Facebook - Holiday Promo,201,160.06
98,Email,2023-05-05 0:00:00,409.4,VIP Email - Exclusive Discount,302,290.57
98,Direct,2023-06-01 0:00:00,493.51,,,
98,Direct,2023-07-27 0:00:00,337.13,,,
98,Direct,2023-08-18 0:00:00,145.99,,,
98,Email,2024-02-28 0:00:00,252.06,Newsletter - Monthly Offer,301,375.44
99,Organic Search,2023-03-11 0:00:00,244.12,,,
99,Paid Search,2023-10-12 0:00:00,290.42,Google Ads - Spring Sale,101,84.57
99,Paid Search,2023-11-21 0:00:00,130.49,Google Ads - Black Friday,102,177.17
99,Paid Search,2024-01-06 0:00:00,191.08,Google Ads - Spring Sale,101,68.27
100,Direct,2023-02-15 0:00:00,324.53,,,
100,Direct,2023-06-22 0:00:00,64.78,,,
100,Direct,2023-07-14 0:00:00,260.98,,,
100,Direct,2023-09-15 0:00:00,479.03,,,
101,Direct,2023-12-19 0:00:00,250.29,,,
101,Organic Search,2024-02-05 0:00:00,339.32,,,
102,Email,2023-08-02 0:00:00,356.37,Newsletter - Monthly Offer,301,693.31
102,Paid Search,2023-10-02 0:00:00,209.27,Google Ads - Spring Sale,101,59.3
103,Organic Search,2023-03-06 0:00:00,57.83,,,
103,Paid Search,2023-05-14 0:00:00,204.71,Google Ads - Black Friday,102,413.52
103,Paid Search,2023-07-06 0:00:00,180.26,Google Ads - Black Friday,102,239.84
103,Paid Search,2023-10-09 0:00:00,123.03,Google Ads - Black Friday,102,144.18
103,Paid Search,2023-11-09 0:00:00,171.95,Google Ads - Black Friday,102,332.8
103,Paid Search,2023-12-16 0:00:00,515.25,Google Ads - Black Friday,102,686.63
104,Paid Search,2023-04-11 0:00:00,231.42,Google Ads - Spring Sale,101,72.89
104,Paid Search,2023-05-03 0:00:00,327.9,Google Ads - Black Friday,102,356.58
104,Paid Search,2024-01-26 0:00:00,393.88,Google Ads - Spring Sale,101,189.03
105,Paid Search,2023-01-27 0:00:00,59.41,Google Ads - Black Friday,102,129.63
105,Paid Search,2023-03-01 0:00:00,334.2,Google Ads - Black Friday,102,386.26
105,Organic Search,2023-03-11 0:00:00,93.34,,,
105,Paid Search,2023-05-26 0:00:00,413.54,Google Ads - Black Friday,102,499.14
106,Organic Search,2023-02-14 0:00:00,340.71,,,
106,Organic Search,2023-05-26 0:00:00,251.88,,,
106,Organic Search,2023-06-02 0:00:00,250.2,,,
106,Organic Search,2023-11-15 0:00:00,108.2,,,
106,Organic Search,2024-02-05 0:00:00,350.74,,,
107,Referral,2023-08-19 0:00:00,185.72,,,
108,Email,2023-02-02 0:00:00,129.16,Newsletter - Monthly Offer,301,188.4
108,Direct,2023-02-21 0:00:00,362.37,,,
108,Email,2023-06-26 0:00:00,258.67,VIP Email - Exclusive Discount,302,192.55
108,Email,2023-09-08 0:00:00,108.96,Newsletter - Monthly Offer,301,190.25
109,Referral,2023-03-09 0:00:00,488.88,,,
109,Paid Search,2023-04-29 0:00:00,298.98,Google Ads - Black Friday,102,568.38
109,Paid Search,2023-12-22 0:00:00,494.5,Google Ads - Spring Sale,101,183.69
110,Email,2023-02-10 0:00:00,464.47,VIP Email - Exclusive Discount,302,368.8
110,Email,2023-04-03 0:00:00,147.1,VIP Email - Exclusive Discount,302,128.46
110,Referral,2024-01-16 0:00:00,210.36,,,
111,Direct,2023-06-05 0:00:00,365.15,,,
111,Email,2023-09-08 0:00:00,236.06,Newsletter - Monthly Offer,301,457.7
112,Direct,2023-05-25 0:00:00,56.16,,,
112,Paid Search,2023-06-27 0:00:00,178.81,Google Ads - Black Friday,102,295.6
112,Direct,2023-09-26 0:00:00,174.92,,,
112,Paid Search,2024-02-18 0:00:00,74.34,Google Ads - Black Friday,102,125.6
113,Email,2023-01-23 0:00:00,468.57,Newsletter - Monthly Offer,301,794.44
113,Email,2023-08-18 0:00:00,198.12,Newsletter - Monthly Offer,301,266.28
113,Social Media,2023-09-12 0:00:00,339.31,Instagram - Summer Deal,202,135.43
113,Email,2023-10-22 0:00:00,439.55,Newsletter - Monthly Offer,301,489.77
113,Referral,2023-10-29 0:00:00,343.14,,,
114,Social Media,2023-03-06 0:00:00,70.72,Facebook - Holiday Promo,201,52.06
114,Direct,2023-07-22 0:00:00,414.64,,,
114,Direct,2023-10-03 0:00:00,463.75,,,
114,Direct,2023-11-27 0:00:00,281.16,,,
114,Social Media,2023-12-05 0:00:00,290.96,Instagram - Summer Deal,202,141.22
114,Social Media,2023-12-25 0:00:00,307.87,Facebook - Holiday Promo,201,238.03
115,Social Media,2023-06-28 0:00:00,509.47,Instagram - Summer Deal,202,141.5
115,Organic Search,2023-11-22 0:00:00,77.78,,,
116,Social Media,2023-03-16 0:00:00,450.72,Instagram - Summer Deal,202,153.88
116,Social Media,2023-08-06 0:00:00,498.15,Facebook - Holiday Promo,201,362.76
117,Paid Search,2023-04-15 0:00:00,116.83,Google Ads - Black Friday,102,159.16
117,Paid Search,2023-07-23 0:00:00,104.35,Google Ads - Spring Sale,101,31.56
117,Email,2023-10-10 0:00:00,198.05,Newsletter - Monthly Offer,301,383.44
117,Paid Search,2023-12-17 0:00:00,427.6,Google Ads - Spring Sale,101,147.79
118,Referral,2023-05-27 0:00:00,281.08,,,
118,Paid Search,2024-02-12 0:00:00,215.51,Google Ads - Black Friday,102,385.62
120,Organic Search,2023-05-09 0:00:00,378.93,,,
120,Paid Search,2023-11-25 0:00:00,448.86,Google Ads - Spring Sale,101,137.01
121,Social Media,2023-09-23 0:00:00,420.34,Instagram - Summer Deal,202,168.23
121,Social Media,2024-02-01 0:00:00,119.51,Facebook - Holiday Promo,201,91.83
121,Email,2024-02-20 0:00:00,213.42,VIP Email - Exclusive Discount,302,126.01
122,Email,2023-11-07 0:00:00,77.87,Newsletter - Monthly Offer,301,150.15
122,Paid Search,2023-11-27 0:00:00,209.48,Google Ads - Spring Sale,101,84.2
123,Referral,2023-07-23 0:00:00,145.68,,,
123,Social Media,2023-10-28 0:00:00,98.11,Instagram - Summer Deal,202,29.2
123,Referral,2023-12-05 0:00:00,364.38,,,
123,Social Media,2024-02-13 0:00:00,453.83,Facebook - Holiday Promo,201,295.42
124,Direct,2023-07-14 0:00:00,278.36,,,
124,Organic Search,2023-07-22 0:00:00,207.65,,,
124,Referral,2024-01-03 0:00:00,423.49,,,
125,Email,2023-05-04 0:00:00,195.22,Newsletter - Monthly Offer,301,223.63
125,Email,2024-02-09 0:00:00,82.87,VIP Email - Exclusive Discount,302,69.31
126,Organic Search,2023-10-14 0:00:00,217.74,,,
127,Referral,2023-04-01 0:00:00,241.69,,,
127,Referral,2023-04-02 0:00:00,199.66,,,
127,Referral,2023-08-26 0:00:00,276.4,,,
128,Paid Search,2023-06-13 0:00:00,357.65,Google Ads - Spring Sale,101,162.51
128,Email,2023-09-10 0:00:00,92.97,Newsletter - Monthly Offer,301,130.06
128,Email,2024-01-03 0:00:00,149.29,VIP Email - Exclusive Discount,302,110.97
128,Social Media,2024-01-25 0:00:00,353.83,Facebook - Holiday Promo,201,223.87
129,Email,2023-01-08 0:00:00,420.83,Newsletter - Monthly Offer,301,593.78
129,Email,2023-08-19 0:00:00,97.78,Newsletter - Monthly Offer,301,182.79
129,Email,2023-10-25 0:00:00,139.63,Newsletter - Monthly Offer,301,245.54
129,Email,2023-12-07 0:00:00,426.3,VIP Email - Exclusive Discount,302,360.1
129,Email,2024-02-26 0:00:00,533.64,Newsletter - Monthly Offer,301,695.01
130,Email,2023-08-15 0:00:00,69.99,VIP Email - Exclusive Discount,302,45.76
130,Paid Search,2023-09-01 0:00:00,241.17,Google Ads - Spring Sale,101,68.91
130,Paid Search,2023-11-29 0:00:00,447.24,Google Ads - Spring Sale,101,157.59
130,Organic Search,2024-02-12 0:00:00,441.71,,,
131,Email,2023-09-27 0:00:00,449.3,Newsletter - Monthly Offer,301,684.99
